title,group,product,random_key,image_url,brand,persian_name,رنگ,برند,نوع کلی,جنس,مدل,سایز,نوع آستین,طرح,ویژگی ها,استایل,نوع یقه / بسته شدن,فصل,اجناس,مدل لباس,گروه,کد محصول,کد,Raqm,ناشن,درجه کیفی,ناهمگونی,پارچه,کشور تولید کننده,اسایل,group_fa,color_fa,title_len,word_count,title_category,char_per_word,title_group_combo,len_ratio,pca1,pca2
ست نیم زیپ شلوار هلند Netherlands Training Tracksuit 2018,نامشخص,ست نیم زیپ شلوار,9318c7a0-eb50-45d3-8999-77bda68ada00,https://image.torob.com/base/images/hM/oT/hMoTWHWrofKX1j4A.jpg,نامشخص,ست نیم زیپ شلوار هلند Netherlands Training Tracksuit 2018,نامشخص,نامشخص,ست نیم زیپ شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,57,9,Medium,5.7,نامشخص_Medium,8.507462686567164,0.15726241874802144,1.8514600123298701
ست رکابی و شلوارک طرحدار / کد 19006,نامشخص,ست رکابی و شلوارک,90cd88ee-55bb-4fed-b0a9-95d6d4fc13d8,https://image.torob.com/base/images/aR/Pp/aRPpPUJ_iMQve0Dl.webp,نامشخص,ست رکابی و شلوارک طرحدار / کد 19006,نامشخص,نامشخص,ست رکابی و شلوارک,,,نامشخص,,طرحدار,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,35,8,Medium,3.888888888888889,نامشخص_Medium,7.159090909090908,-1.723862378087283,1.7151186969924503
پیژامه و لباس خواب مردانه نارنجی یو اس پولو | USP18824 اورجینال,مردانه,پیژامه و لباس خواب,5a7682f2-ea3d-4f98-8cec-4021b1997937,https://image.torob.com/base/images/Qd/rw/Qdrwz-LGobNM-vtx.jpg,یو اس پولو,پیژامه و لباس خواب مردانه نارنجی یو اس پولو | USP18824 اورجینال,نارنجی,نامشخص,پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺠﻧﺭﺎﻧ,63,12,Long,4.846153846153846,مردانه_Long,10.776315789473685,2.0223016769492714,0.6702022613554673
ست تیشرت و شلوارک مردانه m تا xl,مردانه,ست تیشرت و شلوارک,dec0c965-1fe0-45af-aaae-a12aa3e8e175,https://image.torob.com/base/images/tA/Gx/tAGxJol6X4I5BA7a.jpg,نامشخص,ست تیشرت و شلوارک مردانه m تا xl,نامشخص,نامشخص,ست تیشرت و شلوارک,,,m تا xl,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,32,8,Medium,3.5555555555555554,مردانه_Medium,7.024390243902439,-1.4141762877873802,-0.5727614642578183
ست فرانل مردانه,مردانه,ست فرانل,09eecdb7-8ff0-4a8c-828b-63ae1d11e6d6,https://image.torob.com/base/images/XM/sp/XMspnSJZP2aN31IZ.jpg,نامشخص,ست فرانل مردانه,نامشخص,نامشخص,ست فرانل,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,15,3,Short,3.75,مردانه_Short,3.1578947368421053,-1.4383018615526741,-0.051478443764967095
ست پیراهن و شلوارک تک پنبه مردانه اسپایدرمن برند taç,مردانه,ست پیراهن و شلوارک,f6084fc0-fc68-42f4-8494-476048645fb9,https://image.torob.com/base/images/5m/YW/5mYWJYKf2iWcq66n.jpg,taç,ست پیراهن و شلوارک تک پنبه مردانه اسپایدرمن برند taç,نامشخص,نامشخص,ست پیراهن و شلوارک,پنبه,,نامشخص,,اسپایدرمن,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,52,10,Medium,4.7272727272727275,مردانه_Medium,9.079365079365079,1.3963550876802822,0.2928929505401575
ست تیشرت و شلوار,نامشخص,ست تیشرت و شلوار,49f3bf43-be6b-4c35-abdf-65eace41e90c,https://image.torob.com/base/images/BJ/vH/BJvHbh10P3YPn-35.jpg,نامشخص,ست تیشرت و شلوار,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,16,4,Short,3.2,نامشخص_Short,3.8095238095238093,-2.647464051625948,1.4977198481498544
تیشرت شلوار مردانه ارتشی کد 2072 سایز 3XL,مردانه,تیشرت شلوار,f9d7ca6e-4430-4dcf-97a3-222897f12168,https://image.torob.com/base/images/DR/4h/DR4h1Hc_UD1XnnjW.jpg,نامشخص,تیشرت شلوار مردانه ارتشی کد 2072 سایز 3XL,ارتشی,نامشخص,تیشرت شلوار,,,3XL,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺸﺗﺭﺍ,41,8,Medium,4.555555555555555,مردانه_Medium,7.38,-1.1715884593896098,-1.2284600256300058
ست تیشرت شلوار مردانه,مردانه,ست تیشرت شلوار,188ecf5d-b346-4b9e-836d-5e86cb164a82,https://image.torob.com/base/images/zP/Ww/zPWwBd1n-THAkc3N.jpg,نامشخص,ست تیشرت شلوار مردانه,نامشخص,نامشخص,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,21,4,Short,4.2,مردانه_Short,4.038461538461538,-1.3497039438432628,-0.7069244357285299
ست لباس مردانه | بروکس برادرز BROOKS BROTHERS 5003023540,مردانه,ست لباس,ab5e6381-4ac7-4e6e-9ac7-cb0646ecf64a,https://image.torob.com/base/images/tq/aV/tqaVGjleDzp56q4s.jpg,بروکس برادرز BROOKS BROTHERS,ست لباس مردانه | بروکس برادرز BROOKS BROTHERS 5003023540,نامشخص,نامشخص,ست لباس,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,56,9,Medium,5.6,مردانه_Medium,8.484848484848484,0.7157488037541576,-0.30895274515794624
ست تاپ و شلوارک مردانه مدل کالاف N448,مردانه,ست تاپ و شلوارک,ba28d088-8665-4783-be18-ae98acca781f,https://image.torob.com/base/images/IZ/JW/IZJWuk0YKvcGkqTP.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل کالاف N448,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,37,8,Medium,4.111111111111111,مردانه_Medium,7.239130434782609,-1.312900091808285,-0.9023983801388337
ست تی شرت و شلوار مردانه مدل هری پاتر کد 10524545,مردانه,ست تی شرت و شلوار,e8f7ad36-48a5-4db1-8a00-c0e7a3db11c6,https://image.torob.com/base/images/eR/3w/eR3wt1Fri5z12MyZ.jpg,نامشخص,ست تی شرت و شلوار مردانه مدل هری پاتر کد 10524545,نامشخص,نامشخص,ست تی شرت و شلوار,,,نامشخص,,هری پاتر,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,49,11,Medium,4.083333333333333,مردانه_Medium,9.639344262295083,0.12106330831496308,-0.5776375697424679
ست تیشرت شلوار مردانه زرشکی مدل 361,مردانه,ست تیشرت شلوار,60198c81-597f-4ad7-8046-3c1c120c601e,https://image.torob.com/base/images/Hj/OF/HjOFy92PTxE_TUMK.jpg,نامشخص,ست تیشرت شلوار مردانه زرشکی مدل 361,زرشکی,نامشخص,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺷﺭﺯ,35,7,Medium,4.375,مردانه_Medium,6.511627906976744,-1.0467624132855153,-0.7839288916732249
ست سوییشرت شلوار میکرو کلاهدار مشکی,نامشخص,ست سوییشرت شلوار,3eb105ee-b1fa-487a-8e71-4fc43b697267,https://image.torob.com/base/images/3g/jK/3gjKtoBDKZBwiEkQ.jpg,نامشخص,ست سوییشرت شلوار میکرو کلاهدار مشکی,مشکی,نامشخص,ست سوییشرت شلوار,میکرو,,نامشخص,,,کلاهدار,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﯽﮑﺸﻣ,35,6,Medium,5.0,نامشخص_Medium,5.833333333333333,-0.8333908020861689,1.7671574667955776
Pierre Cardin ست لباس خواب تابستانی آستین کوتاه نخی شانه دار 6013 مردانه,مردانه,ست لباس خواب,4b998f7a-0029-4022-8154-63f6ac06640b,https://image.torob.com/base/images/A_/ta/A_ta5YMaOHdn4QWS.jpg,Pierre Cardin,Pierre Cardin ست لباس خواب تابستانی آستین کوتاه نخی شانه دار 6013 مردانه,نامشخص,نامشخص,ست لباس خواب,نخی شانه دار,,نامشخص,آستین کوتاه,,,,,تابستانی,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,72,13,Long,5.142857142857143,مردانه_Long,11.720930232558139,1.9087855742167383,-0.031069788510972987
ست تیشرت و شلوار مردانه.,مردانه,ست تیشرت و شلوار,b9d7c14c-e953-4331-8f3f-438803359fea,https://image.torob.com/base/images/0i/Hc/0iHcvBpOTYkAR1-R.jpg,نامشخص,ست تیشرت و شلوار مردانه.,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,24,5,Short,4.0,مردانه_Short,4.8,-1.3364161490435893,-0.6051916078489472
تیشرت استین کوتاه کلاه دار مردانه وزنانه477,مردانه و زنانه,تیشرت کلاه دار,97a7a68d-ed43-40c9-a105-a1b70e21c26e,https://image.torob.com/base/images/_8/2X/_82X9O6PTiGJjGQx.jpg,نامشخص,تیشرت استین کوتاه کلاه دار مردانه وزنانه477,نامشخص,نامشخص,,,,نامشخص,استین کوتاه,,,,,,,,,,,,,,,,,,ﻪﻧﺎﻧﺯ ﻭ ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,43,7,Medium,5.375,مردانه و زنانه_Medium,6.745098039215686,-0.7364186292757793,-0.14405047570960394
ست تیشرت شلوار مردانه بالنسیاگا,مردانه,ست تیشرت شلوار,5e95d6ee-8561-448e-818d-c3a488ab5091,https://image.torob.com/base/images/Ff/tj/FftjMi4AJXr5FuOf.jpg,بالنسیاگا,ست تیشرت شلوار مردانه بالنسیاگا,نامشخص,نامشخص,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,31,5,Medium,5.166666666666667,مردانه_Medium,5.027027027027027,-0.42551438120019336,-0.7690201809577821
ست مازراتی گلد نسکافه ای,نامشخص,ست مازراتی گلد,d226c3cb-fadd-41e1-9d2e-d2d04b10ea06,https://image.torob.com/base/images/1w/-k/1w-kVbRPiM7JKfnM.jpg,نامشخص,ست مازراتی گلد نسکافه ای,نسکافه ای,نامشخص,ست مازراتی گلد,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﯼﺍ ﻪﻓﺎﮑﺴﻧ,24,5,Short,4.0,نامشخص_Short,4.8,-1.6344130234108378,1.9841914908495673
Bordo Ekose Desenli Uzun Kollu Erkek Pijama Takımı 1250 18,مردانه,Pijama Takımı,12512897-28d4-4517-a7ad-70a6ce51a9c4,https://image.torob.com/base/images/gX/xY/gXxYUMzQbkr9okak.jpg,نامشخص,Bordo Ekose Desenli Uzun Kollu Erkek Pijama Takımı 1250 18,نامشخص,نامشخص,Pijama Takımı,,,نامشخص,Uzun Kollu,Ekose Desenli,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,58,10,Medium,5.2727272727272725,مردانه_Medium,9.246376811594203,0.8472967991521371,-1.1433821294290496
ست تی شرت و شلوار مردانه مدل chels کد 8787,مردانه,ست تی شرت و شلوار,784bb025-8cbe-46c1-bdcf-b3c30dd91ec6,https://image.torob.com/base/images/Nn/3o/Nn3oSEhAlCyuSN76.jpg,نامشخص,ست تی شرت و شلوار مردانه مدل chels کد 8787,نامشخص,نامشخص,ست تی شرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,42,10,Medium,3.8181818181818183,مردانه_Medium,8.716981132075471,-0.09234075978245807,-0.5439552214595331
ست لباس راحتی مردانه ناتیکا,مردانه,ست لباس راحتی,1862a7cb-aba2-4803-b9cb-b6b38e25a6e9,https://image.torob.com/base/images/0h/I0/0hI0KYi4KiAqLoY7.jpg,ناتیکا,ست لباس راحتی مردانه ناتیکا,نامشخص,نامشخص,ست لباس راحتی,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,27,5,Short,4.5,مردانه_Short,4.909090909090909,-0.5681103835207456,-0.1259881499314625
ست پیژامه با شلوارک مردانه رگولار ال سی وایکیکی S5LC53Z8 - Q6L | LCW ECO,مردانه,ست پیژامه با شلوارک,52c3492f-2fac-440a-a05e-73e6de954943,https://image.torob.com/base/images/x1/KM/x1KMlSgfE5vSKve6.jpg,ال سی وایکیکی,ست پیژامه با شلوارک مردانه رگولار ال سی وایکیکی S5LC53Z8 - Q6L | LCW ECO,نامشخص,نامشخص,ست پیژامه با شلوارک,,,رگولار,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,72,15,Long,4.5,مردانه_Long,13.090909090909092,1.4927567518132323,0.2038374145150673
ست تیشرت و شلوارک مردانه طرح هاوایی کد C58,مردانه,ست تیشرت و شلوارک,af796931-c5e7-4929-9411-d102d4b6d5dd,https://image.torob.com/base/images/TM/3n/TM3nxpPXzSt11dgk.jpg,نامشخص,ست تیشرت و شلوارک مردانه طرح هاوایی کد C58,نامشخص,نامشخص,ست تیشرت و شلوارک,,,نامشخص,,هاوایی,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,42,9,Medium,4.2,مردانه_Medium,8.076923076923077,-0.9471038260347742,-0.6202377604653649
ست پیژامه و لباس خواب Pierre Cardin اورجینال پیرکاردین PCEP6086 6086 Men's Short Sleeve Crew Neck Oversize Pajama Set-dark gray,مردانه,ست پیژامه و لباس خواب,4c0b1e01-61b0-4257-8bdf-398c4061a8ce,https://image.torob.com/base/images/nF/xr/nFxrNuFg4B8mHf4v.jpg,Pierre Cardin,ست پیژامه و لباس خواب Pierre Cardin اورجینال پیرکاردین PCEP6086 6086 Men's Short Sleeve Crew Neck Oversize Pajama Set-dark gray,dark gray,نامشخص,ست پیژامه و لباس خواب,,,نامشخص,Short Sleeve,,اورجینال,,Crew Neck,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,dark gray,127,20,,6.0476190476190474,,18.02027027027027,0.33495615144283997,0.37922125856256705
ست پیژامه و لباس خواب مردانه دی اس دامات D'S Damat اورجینال DS-221001,مردانه,ست پیژامه و لباس خواب,1a88ffae-8037-4395-ab7a-02c4c7551257,https://image.torob.com/base/images/sx/nt/sxntgfr5AsZcYBE5.jpg,دی اس دامات D'S Damat,ست پیژامه و لباس خواب مردانه دی اس دامات D'S Damat اورجینال DS-221001,نامشخص,نامشخص,ست پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,69,13,Long,4.928571428571429,مردانه_Long,11.638554216867469,1.9086706324997509,0.278628301434677
پایین تنه پیژامه مردانه ال سی وایکیکی کد S50012Z8 - JMJ | LC WAIKIKI,مردانه,پایین تنه پیژامه,a3f4c5a9-2f38-4ff4-bdee-60cce0d3d142,https://image.torob.com/base/images/Sq/Zx/SqZxwgJStez09Uqs.jpg,ال سی وایکیکی | LC WAIKIKI,پایین تنه پیژامه مردانه ال سی وایکیکی کد S50012Z8 - JMJ | LC WAIKIKI,نامشخص,نامشخص,پایین تنه پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,68,14,Long,4.533333333333333,مردانه_Long,12.289156626506024,1.7043929725242968,0.5637256610670875
ست تی شرت و شلوار مردانه مدل Casual2024GNB,مردانه,ست تی شرت و شلوار,718d0998-8c66-4360-8ba2-9350af29b33e,https://image.torob.com/base/images/YT/na/YTnamAgh1Ja6vK75.jpg,نامشخص,ست تی شرت و شلوار مردانه مدل Casual2024GNB,نامشخص,نامشخص,ست تی شرت و شلوار,,Casual2024GNB,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,42,8,Medium,4.666666666666667,مردانه_Medium,7.411764705882352,-0.7746696566656651,-0.8757653796137257
ست تاپ و شلوارک مردانه طرح پاندا مدل A101,مردانه,ست تاپ و شلوارک,b93872f2-a4fd-4e34-8832-d697cca8b401,https://image.torob.com/base/images/Le/tI/LetI2jHL6qcisweV.jpg,نامشخص,ست تاپ و شلوارک مردانه طرح پاندا مدل A101,نامشخص,نامشخص,ست تاپ و شلوارک,,A101,نامشخص,,پاندا,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,41,9,Medium,4.1,مردانه_Medium,8.03921568627451,-1.274973334318996,-0.9247874757245536
ست 2 تکه لباس کار و شلوار کار مردانه طرح زاگرس دوخت صنعتی,مردانه,ست لباس کار,c59b9cdf-caf0-4959-bbfa-1b3bbf3d343c,https://image.torob.com/base/images/m3/61/m361OmqcRPYsOeWU.jpg,نامشخص,ست 2 تکه لباس کار و شلوار کار مردانه طرح زاگرس دوخت صنعتی,نامشخص,نامشخص,ست لباس کار و شلوار کار,,,نامشخص,,زاگرس,2 تکه,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,57,13,Medium,4.071428571428571,مردانه_Medium,11.23943661971831,0.7586268959536185,0.08529897263766778
ست پیژامه و لباس خواب مردانه اورجینال دفاکتو مشکی Defacto D8223AX24WN ست لباس خواب معمولی با آستین بلند پایه ساده بالاتنه پایین بلند D8223AX24WN,مردانه,ست پیژامه و لباس خواب,c2937896-b45b-4538-b39c-fbb9afcf5579,https://image.torob.com/base/images/xy/WE/xyWENgJbY6rPwJV-.jpg,Defacto,ست پیژامه و لباس خواب مردانه اورجینال دفاکتو مشکی Defacto D8223AX24WN ست لباس خواب معمولی با آستین بلند پایه ساده بالاتنه پایین بلند D8223AX24WN,مشکی,نامشخص,ست پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,144,24,,5.76,,21.301775147928996,0.32922996687964523,0.3003810454028878
کاپشن شلوار طوسی مهرشاد,نامشخص,کاپشن شلوار,432755ed-249a-4f15-9a5b-f990644cbfcb,https://image.torob.com/base/images/QZ/Kb/QZKbBDjd6haYxZv9.jpeg,نامشخص,کاپشن شلوار طوسی مهرشاد,طوسی,نامشخص,کاپشن شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﯽﺳﻮﻃ,23,4,Short,4.6,نامشخص_Short,4.107142857142858,-0.7438718685830511,2.6021019656542337
ست پیژامه مردانه آهنگیم کد 1-2-10001344 | ahengim,مردانه,ست پیژامه,d72e6925-f972-4321-807f-3994d8a3e9a4,https://image.torob.com/base/images/r_/Mt/r_MtnF9rcjOSRoFf.jpg,آهنگیم | ahengim,ست پیژامه مردانه آهنگیم کد 1-2-10001344 | ahengim,نامشخص,نامشخص,ست پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,49,8,Medium,5.444444444444445,مردانه_Medium,7.6034482758620685,0.6957944301094899,-0.02376708950372595
ست تاپ و شلوارک مردانه مدل کماندو کد N242,مردانه,ست تاپ و شلوارک,f8f2c624-93c8-4930-b7e3-e7576f8069ed,https://image.torob.com/base/images/5w/QP/5wQPMFXQh3Bm0RSO.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل کماندو کد N242,نامشخص,نامشخص,ست تاپ و شلوارک,,کماندو,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,41,9,Medium,4.1,مردانه_Medium,8.03921568627451,-1.274973334318996,-0.9247874757245536
بلوز آستین بلند + شلوارک لوتوس طوسی,نامشخص,بلوز و شلوارک,ee3afbe0-e00d-4db3-9e66-9700bbe21440,https://image.torob.com/base/images/RN/Jy/RNJywJnBQITaxySB.jpg,نامشخص,بلوز آستین بلند + شلوارک لوتوس طوسی,طوسی,نامشخص,بلوز آستین بلند,,,نامشخص,آستین بلند,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﯽﺳﻮﻃ,35,7,Medium,4.375,نامشخص_Medium,6.511627906976744,-2.1792999670334505,0.7539923171772347
ست تیشرت و شلوار ریبوک آستین کوتاه,نامشخص,ست تیشرت و شلوار,32a7c966-8136-477a-bb71-024bce940e23,https://image.torob.com/base/images/y2/Oy/y2OybyEsZuhjC8fY.jpg,ریبوک,ست تیشرت و شلوار ریبوک آستین کوتاه,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,آستین کوتاه,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,34,7,Medium,4.25,نامشخص_Medium,6.476190476190476,-1.8050101434257049,1.3807361330424317
پیژامه و لباس خواب مردانه آبی سرمه ای یو اس پولو | USPA25YE28 اورجینال,مردانه,پیژامه و لباس خواب,adad7806-d8d1-48c0-9fa4-50d77519e039,https://image.torob.com/base/images/30/FA/30FAf6XohayCgIog.jpg,یو اس پولو | USPA,پیژامه و لباس خواب مردانه آبی سرمه ای یو اس پولو | USPA25YE28 اورجینال,آبی سرمه ای,نامشخص,پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺍ ﻪﻣﺮﺳ ﯽﺑﺁ,70,14,Long,4.666666666666667,مردانه_Long,12.352941176470587,1.9477877245296706,0.6302330994674834
47947 ست رکابی و شلوارک مردانه طوسی Jordan یقه گرد,مردانه,ست رکابی و شلوارک,9c946bc2-2063-4352-b6fd-e6af197ed4fd,https://image.torob.com/base/images/5g/w4/5gw4JqK_jafg0W0g.webp,Jordan,47947 ست رکابی و شلوارک مردانه طوسی Jordan یقه گرد,طوسی,نامشخص,ست رکابی و شلوارک,,,نامشخص,,,,,یقه گرد,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺳﻮﻃ,50,10,Medium,4.545454545454546,مردانه_Medium,9.01639344262295,0.9002702675631519,-0.06066037401338836
ست تیشرت شلوار اسلش سفید مشکی زنانه و مردانه,زنانه و مردانه,ست تیشرت شلوار اسلش,4f5fc421-743e-4327-aa51-816264cfb7cf,https://image.torob.com/base/images/9N/jl/9NjlUtQVsYAs1pjK.jpg,نامشخص,ست تیشرت شلوار اسلش سفید مشکی زنانه و مردانه,سفید مشکی,نامشخص,ست تیشرت شلوار اسلش,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ ﻭ ﻪﻧﺎﻧﺯ,ﯽﮑﺸﻣ ﺪﯿﻔﺳ,44,9,Medium,4.4,زنانه و مردانه_Medium,8.148148148148147,-0.5438853100593907,-1.8350265392998037
ست پیژامه و لباس خواب مردانه تامی هیلفیگر Tommy Hilfiger اورجینال UM0UM03358,مردانه,ست پیژامه و لباس خواب,5f2f5218-fdd7-4f56-8519-cf827004b1f1,https://image.torob.com/base/images/4w/iW/4wiW_RQMDLjIyTGB.jpg,Tommy Hilfiger,ست پیژامه و لباس خواب مردانه تامی هیلفیگر Tommy Hilfiger اورجینال UM0UM03358,نامشخص,نامشخص,ست پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,76,12,Long,5.846153846153846,مردانه_Long,11.10112359550562,2.7350499822330234,0.25065063460540493
کاپشن مردانه بائوجی,مردانه,کاپشن مردانه,c97cbe4e-a836-4e37-8890-77f9781a6fd4,https://image.torob.com/base/images/HZ/ZK/HZZK7nf8P0oXaRab.jpg,بائوجی,کاپشن مردانه بائوجی,نامشخص,نامشخص,کاپشن,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,19,3,Short,4.75,مردانه_Short,3.3043478260869565,0.12608703075686856,0.5949374615632355
ست تیشرت و شلوار مردانه سایز XL کد MRD01S1,مردانه,ست تیشرت و شلوار مردانه,1b53b3d3-e768-4631-9d5b-a49eedbee668,https://image.torob.com/base/images/Tr/6F/Tr6FqqM2dlkt5TDo.jpg,نامشخص,ست تیشرت و شلوار مردانه سایز XL کد MRD01S1,نامشخص,نامشخص,ست تیشرت و شلوار,,,XL,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,42,9,Medium,4.2,مردانه_Medium,8.076923076923077,-0.9654453794277562,-0.643346812989498
ست مردانه تاپ شلوارک سوزنی طرح BALENCIAGA طوسی کد 515307,مردانه,ست تاپ شلوارک مردانه,f798284a-a946-4f67-85f3-37b65f796dff,https://image.torob.com/base/images/LF/ys/LFysXwgrOOfaMKaD.jpg,BALENCIAGA,ست مردانه تاپ شلوارک سوزنی طرح BALENCIAGA طوسی کد 515307,طوسی,نامشخص,ست تاپ شلوارک,سوزنی,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺳﻮﻃ,56,10,Medium,5.090909090909091,مردانه_Medium,9.194029850746269,1.030981307617826,-0.671556270930191
ست پیژامه چند رنگ مردانه لباس خواب آستین کوتاه لیکرا Snow Melange Siyah İnci,مردانه,ست پیژامه مردانه,9b661772-0145-45a9-977b-23b7c760602c,https://image.torob.com/base/images/qu/vG/quvGgWFLCPFleX20.jpg,Snow Melange Siyah İnci,ست پیژامه چند رنگ مردانه لباس خواب آستین کوتاه لیکرا Snow Melange Siyah İnci,چند رنگ,نامشخص,ست پیژامه,لیکرا,,نامشخص,آستین کوتاه,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﮓﻧﺭ ﺪﻨﭼ,76,14,Long,5.066666666666666,مردانه_Long,12.527472527472527,2.1112493738107867,0.23155062103731958
ست بلوز شلوار بگ مردانه مدل نوار کنفی کد 770,مردانه,ست بلوز شلوار بگ مردانه,83e412c7-ecb2-4c2d-9e79-de070b03a075,https://image.torob.com/base/images/iw/zD/iwzDR_XWbfoQ1DrJ.jpg,نامشخص,ست بلوز شلوار بگ مردانه مدل نوار کنفی کد 770,نامشخص,نامشخص,ست بلوز شلوار بگ,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,44,10,Medium,4.0,مردانه_Medium,8.8,-0.07852712387922783,-0.6814724770392584
